Query_Name,Database_ID,Target_ID,Target_Name,Gene_Name,UniProt_ID,Query_Percentage,Target_Percentage,Polypharmacology_Type,Ligand_Name,Organism,original_target_smile,query_frag_smile,Query_SMILES
PDS,CHEMBL4637738,ChEMBL_T_2488,Rac GTPase-activating protein 1,CHEMBL2146306,Q9H0H5,46.15,52.17,Type 2,CHEMBL4637738 : ,Homo sapiens,Cc1ccc(Nc2ncc(Cl)c(Nc3ccccc3C)n2)cc1,*c1ccc(C)cc1,CC1=CC=C(C=C1)C2=NC3=C(N2)C=C(C=C3)C4=NC5=C(N4)C=C(C=C5)N
PDS,CHEMBL3318333,ChEMBL_T_324,G protein-coupled receptor 34,Unknown,Unknown,46.15,52.17,Type 2,CHEMBL3318333 : ,Mus musculus,Cc1ccc(-n2nnnc2C/C=N/Nc2ccc(Cl)cc2)cc1,*c1ccc(C)cc1,CC1=CC=C(C=C1)C2=NC3=C(N2)C=C(C=C3)C4=NC5=C(N4)C=C(C=C5)N
PDS,CHEMBL3946046,ChEMBL_T_2592,"Alpha-1,6-mannosyl-glycoprotein 2-beta-N-acetylglucosaminyltransferase",CHEMBL2321630,Q10469,57.69,65.22,Type 2,CHEMBL3946046 : ,Homo sapiens,Cc1ccc(-c2nc(-c3ccc(CO)o3)n3ccccc23)cc1,*c1ccc(C)cc1,CC1=CC=C(C=C1)C2=NC3=C(N2)C=C(C=C3)C4=NC5=C(N4)C=C(C=C5)N
PDS,CHEMBL4168157,ChEMBL_T_2252,Glutamate [NMDA] receptor,CHEMBL2094124,Q8TCU5,46.15,50.0,Type 2,CHEMBL4168157 : ,Homo sapiens,COc1ccc(-c2nc3nnccn3c2-c2ccc(C)cc2)cc1,*c1ccc(C)cc1,CC1=CC=C(C=C1)C2=NC3=C(N2)C=C(C=C3)C4=NC5=C(N4)C=C(C=C5)N
PDS,CHEMBL4229248,ChEMBL_T_2284,GABA-A receptor; alpha-1/beta-2/gamma-2,CHEMBL2095172,P18507,61.54,66.67,Type 2,CHEMBL4229248 : ,Homo sapiens,Cc1ccc(-c2cc(C)n(Cc3ccc(C(=O)NO)cc3)n2)cc1,*c1ccc(C)cc1,CC1=CC=C(C=C1)C2=NC3=C(N2)C=C(C=C3)C4=NC5=C(N4)C=C(C=C5)N
PDS,CHEMBL3103038,ChEMBL_T_2096,GABA-A receptor; GABA-A site (alpha1/beta2 interface),CHEMBL1907597,P47870,80.77,87.5,Type 2,CHEMBL3103038 : ,Homo sapiens,Cc1ccc(-n2cnc3cc(C(=O)N4CCCCC4)ccc32)cc1,*c1ccc(C)cc1,CC1=CC=C(C=C1)C2=NC3=C(N2)C=C(C=C3)C4=NC5=C(N4)C=C(C=C5)N
PDS,CHEMBL1081946,ChEMBL_T_2246,Muscarinic acetylcholine receptor,CHEMBL2094109,P08912,65.38,70.83,Type 2,CHEMBL1081946 : ,Homo sapiens,Cc1ccc(Nc2nccc(-c3c(C)nc4ccccn34)n2)cc1,*c1ccc(C)cc1,CC1=CC=C(C=C1)C2=NC3=C(N2)C=C(C=C3)C4=NC5=C(N4)C=C(C=C5)N
PDS,CHEMBL3103000,ChEMBL_T_2097,Integrin alpha-V/beta-3,CHEMBL1907598,P06756,84.62,91.67,Type 2,CHEMBL3103000 : ,Homo sapiens,Cc1ccc(-n2c(C)cc(-c3nnc4n3CCCCC4)c2C)cc1,*c1ccc(C)cc1,CC1=CC=C(C=C1)C2=NC3=C(N2)C=C(C=C3)C4=NC5=C(N4)C=C(C=C5)N
PDS,CHEMBL2420493,ChEMBL_T_1999,Sentrin-specific protease 6,CHEMBL1741215,Q9GZR1,65.38,70.83,Type 2,CHEMBL2420493 : ,Homo sapiens,Cc1ccc(-n2c3nc(=O)[nH]c(=O)c-3cc3ccc(Cl)cc32)cc1,*c1ccc(C)cc1,CC1=CC=C(C=C1)C2=NC3=C(N2)C=C(C=C3)C4=NC5=C(N4)C=C(C=C5)N
PDS,CHEMBL2386764,ChEMBL_T_1880,Lethal(3)malignant brain tumor-like protein 1,CHEMBL1287622,Q9Y468,69.23,72.0,Type 2,CHEMBL2386764 : ,Homo sapiens,COC(=N)c1nc2ccc3ncnc(Nc4ccc(C)cc4)c3c2s1,*c1ccc(C)cc1,CC1=CC=C(C=C1)C2=NC3=C(N2)C=C(C=C3)C4=NC5=C(N4)C=C(C=C5)N
PDS,CHEMBL4435677,ChEMBL_T_2629,DNA repair protein RAD52 homolog,CHEMBL2362978,P43351,61.54,64.0,Type 2,CHEMBL4435677 : ,Homo sapiens,Cc1ccc(-c2cc(Cl)c(Nc3ccccc3C(=O)O)c(Cl)c2)cc1,*c1ccc(C)cc1,CC1=CC=C(C=C1)C2=NC3=C(N2)C=C(C=C3)C4=NC5=C(N4)C=C(C=C5)N
PDS,CHEMBL3731466,ChEMBL_T_2618,Alpha-ketoglutarate-dependent dioxygenase FTO,CHEMBL2331065,Q9C0B1,61.54,64.0,Type 2,CHEMBL3731466 : ,Homo sapiens,Cc1ccc(-c2cc(N[C@@H]3CCCc4ccccc43)nc(C)n2)cc1,*c1ccc(C)cc1,CC1=CC=C(C=C1)C2=NC3=C(N2)C=C(C=C3)C4=NC5=C(N4)C=C(C=C5)N
PDS,CHEMBL3318112,ChEMBL_T_2431,Vascular endothelial growth factor receptor 1 and 2 (Flt-1 and KDR),CHEMBL2111480,P35968,61.54,61.54,Type 2,CHEMBL3318112 : ,Homo sapiens,COc1cc(C(=O)c2ccn(-c3ccc(C)cc3)c2)cc(OC)c1OC,*c1ccc(C)cc1,CC1=CC=C(C=C1)C2=NC3=C(N2)C=C(C=C3)C4=NC5=C(N4)C=C(C=C5)N
PDS,CHEMBL3809900,ChEMBL_T_2247,MAP kinase p38,CHEMBL2094115,P53778,53.85,53.85,Type 2,CHEMBL3809900 : ,Homo sapiens,Cc1ccc(NCc2nc3c(c(C)nn3-c3ccccc3)c(=O)[nH]2)cc1,*c1ccc(C)cc1,CC1=CC=C(C=C1)C2=NC3=C(N2)C=C(C=C3)C4=NC5=C(N4)C=C(C=C5)N
PDS,CHEMBL4797869,ChEMBL_T_2627,Frizzled-1,CHEMBL2346493,Q9UP38,50.0,50.0,Type 2,CHEMBL4797869 : ,Homo sapiens,Cc1ccc(-n2cc(CCCOS(=O)(=O)c3ccc(C)cc3)nn2)cc1,*c1ccc(C)cc1,CC1=CC=C(C=C1)C2=NC3=C(N2)C=C(C=C3)C4=NC5=C(N4)C=C(C=C5)N
PDS,CHEMBL4437007,ChEMBL_T_1674,Nuclear receptor subfamily 1 group I member 3,Unknown,Unknown,61.54,59.26,Type 2,CHEMBL4437007 : ,Homo sapiens,Cc1ccc(-c2nc3sccn3c2CNCCc2ccc(Cl)c(Cl)c2)cc1,*c1ccc(C)cc1,CC1=CC=C(C=C1)C2=NC3=C(N2)C=C(C=C3)C4=NC5=C(N4)C=C(C=C5)N
PDS,CHEMBL3329918,ChEMBL_T_2433,Melanocortin receptor (M3 and M4),CHEMBL2111323,P41968,65.38,62.96,Type 2,CHEMBL3329918 : ,Homo sapiens,Cc1ccc(-c2noc(C3CCN(C(=O)NCc4ccco4)CC3)n2)cc1,*c1ccc(C)cc1,CC1=CC=C(C=C1)C2=NC3=C(N2)C=C(C=C3)C4=NC5=C(N4)C=C(C=C5)N
PDS,CHEMBL3264764,ChEMBL_T_2576,High mobility group protein B1,CHEMBL2311236,P09429,57.69,55.56,Type 2,CHEMBL3264764 : ,Homo sapiens,Cc1ccc(Oc2ccc(C(=O)NC3CC(C)(C)NC(C)(C)C3)cc2)cc1,*c1ccc(C)cc1,CC1=CC=C(C=C1)C2=NC3=C(N2)C=C(C=C3)C4=NC5=C(N4)C=C(C=C5)N
PDS,CHEMBL3754755,ChEMBL_T_1350,Monoacylglycerol lipase ABHD12,CHEMBL5516,Q8N2K0,53.85,50.0,Type 2,CHEMBL3754755 : ,Mus musculus,Cc1ccc(-c2nn(-c3ccccc3)cc2/C=N/OCc2ccccc2)cc1,*c1ccc(C)cc1,CC1=CC=C(C=C1)C2=NC3=C(N2)C=C(C=C3)C4=NC5=C(N4)C=C(C=C5)N
PDS,CHEMBL4279629,ChEMBL_T_2187,Rap guanine nucleotide exchange factor 4,CHEMBL2029198,Q8WZA2,57.69,53.57,Type 2,CHEMBL4279629 : ,Homo sapiens,Cc1ccc(-c2ccc3c(c2)nc(N)c2nc(CN4CCCC4=O)[nH]c23)cc1,*c1ccc(C)cc1,CC1=CC=C(C=C1)C2=NC3=C(N2)C=C(C=C3)C4=NC5=C(N4)C=C(C=C5)N
PDS,CHEMBL441612,ChEMBL_T_2308,Adenosine receptors; A2a & A3,CHEMBL2095213,P29274,69.23,64.29,Type 2,CHEMBL441612 : ,Homo sapiens,Cc1ccc(-c2nnc3c4ccccc4c(OCc4ccccn4)nn23)cc1,*c1ccc(C)cc1,CC1=CC=C(C=C1)C2=NC3=C(N2)C=C(C=C3)C4=NC5=C(N4)C=C(C=C5)N
PDS,CHEMBL2234538,ChEMBL_T_2632,TAR DNA-binding protein 43,CHEMBL2362981,Q13148,65.38,58.62,Type 2,CHEMBL2234538 : ,Homo sapiens,CCOC(=O)c1c(C)nc2nc3c(c(N)c2c1-c1ccc(C)cc1)CCCCC3,*c1ccc(C)cc1,CC1=CC=C(C=C1)C2=NC3=C(N2)C=C(C=C3)C4=NC5=C(N4)C=C(C=C5)N
PDS,CHEMBL2313809,ChEMBL_T_2423,Serotonin receptor (2b and 2c),CHEMBL2111466,P28335,61.54,55.17,Type 2,CHEMBL2313809 : ,Homo sapiens,COc1cc(Sc2c(-c3ccc(C)cc3)[nH]c3ccccc23)cc(OC)c1OC,*c1ccc(C)cc1,CC1=CC=C(C=C1)C2=NC3=C(N2)C=C(C=C3)C4=NC5=C(N4)C=C(C=C5)N
PDS,CHEMBL427313,ChEMBL_T_2310,Collagenase,CHEMBL2095216,P03956,69.23,60.0,Type 2,CHEMBL427313 : ,Homo sapiens,Cc1ccc(-c2nnc3c4c(c(OCc5ccccn5)nn23)C2CCC4CC2)cc1,*c1ccc(C)cc1,CC1=CC=C(C=C1)C2=NC3=C(N2)C=C(C=C3)C4=NC5=C(N4)C=C(C=C5)N
PDS,CHEMBL4854386,ChEMBL_T_2450,PI3-kinase p110-alpha/p85-alpha,CHEMBL2111367,P42336,65.38,54.84,Type 2,CHEMBL4854386 : ,Homo sapiens,COc1cc(C(=O)c2cn(-c3ccc(C)cc3)cc2-c2nccs2)cc(OC)c1OC,*c1ccc(C)cc1,CC1=CC=C(C=C1)C2=NC3=C(N2)C=C(C=C3)C4=NC5=C(N4)C=C(C=C5)N
PDS,CHEMBL4646250,ChEMBL_T_2550,Polycomb protein EED,CHEMBL2189117,O75530,88.46,74.19,Type 2,CHEMBL4646250 : ,Homo sapiens,Cc1ccc(-c2cc(C(=O)Nc3cc(C(F)(F)F)ccc3Cl)c3ccccc3n2)cc1,*c1ccc(C)cc1,CC1=CC=C(C=C1)C2=NC3=C(N2)C=C(C=C3)C4=NC5=C(N4)C=C(C=C5)N
PDS,CHEMBL4579512,ChEMBL_T_2612,"6-phosphofructo-2-kinase/fructose-2,6-bisphosphatase 3",CHEMBL2331053,Q16875,76.92,62.5,Type 2,CHEMBL4579512 : ,Homo sapiens,CCCOC(=O)N1CCN(C(=O)c2ccc3c(Cl)cc(-c4ccc(C)cc4)nc3c2)CC1,*c1ccc(C)cc1,CC1=CC=C(C=C1)C2=NC3=C(N2)C=C(C=C3)C4=NC5=C(N4)C=C(C=C5)N
PDS,CHEMBL3739586,ChEMBL_T_2292,Sodium/potassium-transporting ATPase,CHEMBL2095186,P54710,88.46,67.65,Type 2,CHEMBL3739586 : ,Homo sapiens,Cc1ccc(-n2cc3c(-c4c[nH]c(-c5ccccc5)c4-c4ccccc4)nnc(O)c3n2)cc1,*c1ccc(C)cc1,CC1=CC=C(C=C1)C2=NC3=C(N2)C=C(C=C3)C4=NC5=C(N4)C=C(C=C5)N
